/Users/terrace/Library/Python/3.9/lib/python/site-packages/optuna/_experimental.py:33: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  optuna_warn(
Aeolia History Engine — Batch Optimizer
  Batches      : 10
  Trials/batch : 1000  (total: 10000)
  Startup/batch: 80
  Seeds        : [17, 42, 97, 137, 256]
  Params       : 33
  Variance λ   : 0.3

Loading worlds...
  seed=17 [godot]: 42 archs, 151 edges
  seed=42 [godot]: 42 archs, 150 edges
  seed=97 [godot]: 42 archs, 142 edges
  seed=137 [godot]: 42 archs, 151 edges
  seed=256 [godot]: 42 archs, 143 edges

Evaluating default params (baseline)...
  Baseline total=27.9498  mean=27.2992  std=2.1689
  Top components: nuclear_convergence=6.128  pu_gate=5.600  au_priority=4.000  serial_horizon=4.000  pop_ratio=2.000  colonial_extraction=1.740  civ_gap=0.898  lattice_latitude=0.740

Batch   Trial     Total      Mean      Std     GBest
    4    3105   22.7996   21.8310   3.2285   21.4903
    4    3106   22.5404   21.7196   2.7361   21.4903
    4    3107   25.2952   24.8255   1.5657   21.4903
    4    3108   23.2342   22.4856   2.4953   21.4903
    4    3109   21.5523   20.6263   3.0865   21.4903
    4    3110   25.3097   24.7076   2.0069   21.4903
    4    3111   25.0680   24.5141   1.8462   21.4903
    4    3112   23.1391   22.3958   2.4776   21.4903
    4    3113   24.2598   23.5816   2.2606   21.4903
    4    3114   23.1064   22.1856   3.0695   21.4903
    4    3115   24.0920   23.4380   2.1798   21.4903
    4    3116   23.3432   22.4789   2.8812   21.4903
    4    3117   22.3126   21.4733   2.7976   21.4903
    4    3118   21.5639   20.6379   3.0865   21.4903
    4    3119   21.8650   20.9747   2.9679   21.4903
    4    3120   22.0028   21.1432   2.8655   21.4903
    4    3121   22.5295   21.7232   2.6875   21.4903
    4    3122   21.5888   20.6671   3.0721   21.4903
    4    3123   23.1886   22.3115   2.9236   21.4903
    4    3124   21.7781   20.8868   2.9710   21.4903
    4    3125   21.5197   20.5888   3.1031   21.4903
    4    3126   22.0204   21.1550   2.8847   21.4903
    4    3127   22.0582   21.2078   2.8346   21.4903
    4    3128   23.3512   22.4715   2.9326   21.4903
    4    3129   23.2004   22.4866   2.3791   21.4903
    4    3130   23.6380   22.9452   2.3094   21.4903
    4    3131   22.0470   21.1858   2.8706   21.4903
    4    3132   23.4912   22.6460   2.8173   21.4903
    4    3133   26.1999   25.2912   3.0292   21.4903
    4    3134   23.9631   23.1626   2.6683   21.4903
    4    3135   24.0452   23.2864   2.5291   21.4903
    4    3136   22.7877   21.8124   3.2510   21.4903
    4    3137   22.3449   21.5345   2.7015   21.4903
    4    3138   21.6923   20.7858   3.0219   21.4903
    4    3139   21.8422   20.9537   2.9615   21.4903
    4    3140   22.0086   21.1494   2.8638   21.4903
    4    3141   23.2152   22.3113   3.0129   21.4903
    4    3142   21.7767   20.8784   2.9944   21.4903
    4    3143   22.8580   21.8877   3.2342   21.4903
    4    3144   21.5299   20.6025   3.0911   21.4903
    4    3145   21.7912   20.8959   2.9843   21.4903
    4    3146   24.2289   23.4735   2.5181   21.4903
    4    3147   24.4515   23.7637   2.2929   21.4903
    4    3148   22.2885   21.4585   2.7667   21.4903
    4    3149   21.5670   20.6452   3.0726   21.4903
    4    3150   21.8129   20.9223   2.9687   21.4903
    4    3151   21.6808   20.7756   3.0172   21.4903
    4    3152   21.8218   20.9297   2.9738   21.4903
    4    3153   24.6604   24.0220   2.1278   21.4903
    4    3154   21.5360   20.6071   3.0964   21.4903
    4    3155   26.1767   25.2698   3.0232   21.4903
    4    3156   24.2392   23.4922   2.4899   21.4903
    4    3157   24.1932   23.4342   2.5300   21.4903
    4    3158   21.9994   21.1372   2.8739   21.4903
    4    3159   22.9818   22.0192   3.2089   21.4903
    4    3160   23.3553   22.4863   2.8965   21.4903
    4    3161   26.9356   26.1271   2.6949   21.4903
    4    3162   21.7348   20.8322   3.0086   21.4903
    4    3163   23.3933   22.5417   2.8390   21.4903
    4    3164   21.8347   20.9464   2.9609   21.4903
    4    3165   21.5712   20.6501   3.0705   21.4903
    4    3166   21.9753   21.1123   2.8768   21.4903
    4    3167   21.5735   20.6588   3.0490   21.4903
    4    3168   21.8388   20.9579   2.9360   21.4903
    4    3169   22.4302   21.6292   2.6700   21.4903
    4    3170   22.8925   21.9400   3.1748   21.4903
    4    3171   23.3720   22.6656   2.3548   21.4903
    4    3172   25.5717   25.1145   1.5243   21.4903
    4    3173   21.9659   21.1000   2.8865   21.4903
    4    3174   22.7590   21.9998   2.5309   21.4903
    4    3175   23.0447   22.1047   3.1334   21.4903
    4    3176   22.9522   21.9848   3.2247   21.4903
    4    3177   22.2602   21.4538   2.6878   21.4903
    4    3178   22.2638   21.4518   2.7065   21.4903
    4    3179   22.8452   21.8979   3.1578   21.4903
    4    3180   22.9481   21.9792   3.2297   21.4903
    4    3181   22.2745   21.4429   2.7721   21.4903
    4    3182   22.7289   21.9558   2.5771   21.4903
    4    3183   23.0813   22.3584   2.4097   21.4903
    4    3184   23.1714   22.2576   3.0460   21.4903
    4    3185   21.5285   20.5988   3.0990   21.4903
    4    3186   21.5917   20.6786   3.0437   21.4903
    4    3187   22.0126   21.1648   2.8259   21.4903
    4    3188   27.0487   26.2510   2.6590   21.4903
    4    3189   22.5371   21.7306   2.6884   21.4903
    4    3190   21.8001   20.9083   2.9728   21.4903
    4    3191   22.4830   21.6722   2.7028   21.4903
    4    3192   21.6472   20.7420   3.0172   21.4903
    4    3193   23.0009   22.0548   3.1538   21.4903
    4    3194   21.5500   20.6227   3.0911   21.4903
    4    3195   23.1785   22.2760   3.0082   21.4903
    4    3196   21.6058   20.6881   3.0589   21.4903
    4    3197   23.4352   22.5776   2.8588   21.4903
    4    3198   23.9716   23.2756   2.3199   21.4903
    4    3199   21.9566   21.0900   2.8887   21.4903
    4    3200   23.2274   22.3379   2.9649   21.4903
    4    3201   22.1669   21.3215   2.8179   21.4903
    4    3202   25.7992   25.3236   1.5852   21.4903
    4    3203   22.2032   21.3791   2.7468   21.4903
    4    3204   22.9959   22.0353   3.2020   21.4903
    4    3205   21.7770   20.8787   2.9944   21.4903
    4    3206   21.6088   20.6915   3.0578   21.4903
    4    3207   21.6617   20.7540   3.0257   21.4903
    4    3208   23.5679   22.7843   2.6119   21.4903
    4    3209   21.7745   20.8763   2.9943   21.4903
    4    3210   21.7856   20.8903   2.9844   21.4903
    4    3211   22.0134   21.1502   2.8775   21.4903
    4    3212   21.5363   20.6072   3.0971   21.4903
    4    3213   28.5080   27.7289   2.5970   21.4903
    4    3214   21.9279   21.0571   2.9027   21.4903
    4    3215   21.6997   20.7951   3.0155   21.4903
    4    3216   21.9283   21.0564   2.9065   21.4903
    4    3217   23.2329   22.4941   2.4626   21.4903
    4    3218   23.3499   22.6097   2.4674   21.4903
    4    3219   23.1012   22.1832   3.0599   21.4903
    4    3220   22.0300   21.1739   2.8537   21.4903
    4    3221   21.5167   20.5857   3.1033   21.4903
    4    3222   23.1216   22.2047   3.0562   21.4903
    4    3223   22.8442   22.0633   2.6029   21.4903
    4    3224   22.7915   21.8217   3.2326   21.4903
    4    3225   21.9242   21.0581   2.8872   21.4903
    4    3226   24.4833   23.8175   2.2193   21.4903
    4    3227   21.7034   20.7983   3.0168   21.4903
    4    3228   23.3928   22.5569   2.7864   21.4903
    4    3229   21.7051   20.8016   3.0116   21.4903
    4    3230   23.3986   22.5610   2.7919   21.4903
    4    3231   23.2270   22.3348   2.9742   21.4903
    4    3232   21.7414   20.8423   2.9972   21.4903
    4    3233   22.8549   21.8805   3.2480   21.4903
    4    3234   21.8774   21.0002   2.9240   21.4903
    4    3235   22.2748   21.4435   2.7711   21.4903
    4    3236   22.9882   22.0287   3.1982   21.4903
    4    3237   21.6342   20.7289   3.0176   21.4903
    4    3238   22.8576   21.8836   3.2466   21.4903
    4    3239   28.5584   27.8019   2.5219   21.4903
    4    3240   21.6189   20.7008   3.0604   21.4903
    4    3241   21.7659   20.8684   2.9917   21.4903
    4    3242   23.1786   22.2768   3.0060   21.4903
    4    3243   21.5542   20.6285   3.0855   21.4903
    4    3244   24.6029   23.9623   2.1356   21.4903
    4    3245   22.9633   22.2150   2.4944   21.4903
    4    3246   23.7962   23.0015   2.6490   21.4903
    4    3247   21.7782   20.8922   2.9532   21.4903
    4    3248   22.2789   21.4420   2.7897   21.4903
    4    3249   21.8211   20.9428   2.9274   21.4903
    4    3250   24.3541   23.6495   2.3488   21.4903
    4    3251   22.2258   21.3895   2.7879   21.4903
    4    3252   22.0537   21.2088   2.8165   21.4903
    4    3253   21.5479   20.6218   3.0871   21.4903
    4    3254   21.8931   21.0175   2.9188   21.4903
    4    3255   22.0582   21.2003   2.8595   21.4903
    4    3256   22.4002   21.6106   2.6317   21.4903
    4    3257   23.7404   22.9363   2.6802   21.4903
    4    3258   22.6958   21.8990   2.6558   21.4903
    4    3259   22.4387   21.6196   2.7301   21.4903
    4    3260   22.2241   21.3823   2.8059   21.4903
    4    3261   27.1694   26.3707   2.6624   21.4903
    4    3262   23.4150   22.6890   2.4200   21.4903
    4    3263   22.1037   21.2543   2.8315   21.4903
    4    3264   24.3206   23.6204   2.3343   21.4903
    4    3265   25.0580   24.5074   1.8353   21.4903
    4    3266   24.5197   23.8232   2.3218   21.4903
    4    3267   21.7089   20.8058   3.0104   21.4903
    4    3268   21.8397   20.9516   2.9606   21.4903
    4    3269   24.0770   23.3181   2.5298   21.4903
    4    3270   22.0385   21.1775   2.8700   21.4903
    4    3271   23.0757   22.1385   3.1239   21.4903
    4    3272   22.2949   21.4632   2.7724   21.4903
    4    3273   21.8170   20.9360   2.9365   21.4903
    4    3274   23.0935   22.1737   3.0660   21.4903
    4    3275   23.4593   22.6315   2.7594   21.4903
    4    3276   22.5303   21.7375   2.6427   21.4903
    4    3277   21.8030   20.9085   2.9814   21.4903
    4    3278   23.4123   22.6748   2.4584   21.4903
    4    3279   21.7250   20.8288   2.9875   21.4903
    4    3280   23.8466   23.0320   2.7153   21.4903
    4    3281   22.5144   21.7078   2.6886   21.4903
    4    3282   21.5232   20.5950   3.0941   21.4903
    4    3283   26.1393   25.2255   3.0463   21.4903
    4    3284   23.4350   22.5956   2.7978   21.4903
    4    3285   21.5900   20.6723   3.0592   21.4903
    4    3286   21.6033   20.6907   3.0422   21.4903
    4    3287   23.1014   22.4023   2.3303   21.4903
    4    3288   22.1969   21.3705   2.7545   21.4903
    4    3289   22.9287   21.9859   3.1426   21.4903
    4    3290   24.3885   23.7100   2.2617   21.4903
    4    3291   21.8393   20.9502   2.9636   21.4903
    4    3292   22.0183   21.1610   2.8577   21.4903
    4    3293   22.8752   21.9158   3.1978   21.4903
    4    3294   23.9640   23.1990   2.5501   21.4903
    4    3295   21.8440   20.9510   2.9765   21.4903
    4    3296   22.9769   22.0156   3.2044   21.4903
    4    3297   22.2121   21.3736   2.7948   21.4903
    4    3298   23.1134   22.1862   3.0904   21.4903
    4    3299   22.8122   21.8479   3.2145   21.4903
    4    3300   23.2004   22.3163   2.9469   21.4903
    4    3301   22.1948   21.3587   2.7872   21.4903
    4    3302   21.9393   21.0585   2.9359   21.4903
    4    3303   21.7134   20.8083   3.0171   21.4903
    4    3304   22.8862   21.9209   3.2176   21.4903
    4    3305   24.0721   23.3071   2.5500   21.4903
    4    3306   22.3384   21.5299   2.6952   21.4903
    4    3307   23.1738   22.2630   3.0360   21.4903
    4    3308   23.1105   22.1913   3.0642   21.4903
    4    3309   21.9933   21.1324   2.8696   21.4903
    4    3310   21.6150   20.6981   3.0563   21.4903
    4    3311   23.0669   22.3270   2.4666   21.4903
    4    3312   21.5221   20.5942   3.0928   21.4903
    4    3313   24.1195   23.3674   2.5072   21.4903
    4    3314   21.7111   20.8083   3.0091   21.4903
    4    3315   21.8583   20.9707   2.9587   21.4903
    4    3316   22.8322   21.8811   3.1703   21.4903
    4    3317   23.9913   23.1894   2.6729   21.4903
    4    3318   23.7765   22.9782   2.6612   21.4903
    4    3319   24.1596   23.4442   2.3844   21.4903
    4    3320   21.6768   20.7712   3.0186   21.4903
    4    3321   22.7394   21.9499   2.6318   21.4903
    4    3322   27.2694   26.2896   3.2658   21.4903
    4    3323   23.9573   23.2969   2.2012   21.4903
    4    3324   23.2559   22.3763   2.9319   21.4903
    4    3325   22.8029   21.8346   3.2277   21.4903
    4    3326   21.5641   20.6468   3.0576   21.4903
    4    3327   21.7823   20.9042   2.9270   21.4903
    4    3328   21.6920   20.7849   3.0238   21.4903
    4    3329   22.9149   22.1532   2.5388   21.4903
    4    3330   21.9599   21.0886   2.9044   21.4903
    4    3331   24.6556   24.0091   2.1552   21.4903
    4    3332   22.0519   21.1976   2.8478   21.4903
    4    3333   21.9171   21.0463   2.9025   21.4903
    4    3334   24.4412   23.7599   2.2712   21.4903
    4    3335   23.6077   22.7839   2.7459   21.4903
    4    3336   29.3355   28.7311   2.0148   21.4903
    4    3337   21.5329   20.6039   3.0966   21.4903
    4    3338   26.1060   25.1840   3.0733   21.4903
    4    3339   21.8739   20.9949   2.9299   21.4903
    4    3340   22.1486   21.3080   2.8020   21.4903
    4    3341   22.8779   21.9145   3.2114   21.4903
    4    3342   23.0568   22.1125   3.1477   21.4903
    4    3343   23.4724   22.6509   2.7381   21.4903
    4    3344   21.9312   21.0647   2.8884   21.4903
    4    3345   22.5184   21.7044   2.7136   21.4903
    4    3346   21.5763   20.6602   3.0536   21.4903
    4    3347   21.8177   20.9301   2.9587   21.4903
    4    3348   22.2050   21.3716   2.7781   21.4903
    4    3349   22.2972   21.4806   2.7221   21.4903
    4    3350   24.4414   23.7624   2.2634   21.4903
    4    3351   22.0155   21.1567   2.8625   21.4903
    4    3352   23.6191   22.7961   2.7433   21.4903
    4    3353   21.7011   20.7976   3.0118   21.4903
    4    3354   22.2769   21.4467   2.7674   21.4903
    4    3355   24.2363   23.5299   2.3547   21.4903
    4    3356   21.8959   21.0141   2.9391   21.4903
    4    3357   21.6896   20.7835   3.0201   21.4903
    4    3358   22.9505   21.9814   3.2301   21.4903
    4    3359   22.8073   21.8483   3.1969   21.4903
    4    3360   21.7706   20.8725   2.9936   21.4903
    4    3361   23.3167   22.5915   2.4175   21.4903
    4    3362   23.3168   22.5963   2.4018   21.4903
    4    3363   21.6333   20.7200   3.0442   21.4903
    4    3364   22.0409   21.1821   2.8626   21.4903
    4    3365   23.2470   22.3619   2.9504   21.4903
    4    3366   21.8334   20.9416   2.9728   21.4903
    4    3367   21.6042   20.6883   3.0531   21.4903
    4    3368   21.8455   20.9648   2.9358   21.4903
    4    3369   21.8636   20.9860   2.9255   21.4903
    4    3370   21.6731   20.7708   3.0077   21.4903
    4    3371   26.2626   25.3651   2.9918   21.4903
    4    3372   21.9928   21.1299   2.8763   21.4903
    4    3373   23.9479   23.1874   2.5349   21.4903
    4    3374   21.7122   20.8111   3.0035   21.4903
    4    3375   24.2525   23.6598   1.9757   21.4903
    4    3376   22.5315   21.7300   2.6717   21.4903
    4    3377   21.5848   20.6724   3.0415   21.4903
    4    3378   24.1316   23.3590   2.5755   21.4903
    4    3379   22.5030   21.6975   2.6853   21.4903
    4    3380   23.2799   22.4033   2.9221   21.4903
    4    3381   23.1504   22.2401   3.0345   21.4903
    4    3382   21.5156   20.5805   3.1170   21.4903
    4    3383   21.5745   20.6601   3.0479   21.4903
    4    3384   21.8056   20.9233   2.9410   21.4903
    4    3385   21.5245   20.5912   3.1112   21.4903
    4    3386   24.8239   24.2316   1.9745   21.4903
    4    3387   23.5307   22.7169   2.7128   21.4903
    4    3388   22.7856   21.8119   3.2456   21.4903
    4    3389   28.4107   27.5993   2.7048   21.4903
    4    3390   21.8159   20.9234   2.9750   21.4903
    4    3391   21.5034   20.5672   3.1208   21.4903
    4    3392   22.8136   21.8487   3.2161   21.4903
    4    3393   21.8116   20.9185   2.9770   21.4903
    4    3394   21.8040   20.9221   2.9397   21.4903
    4    3395   21.5246   20.5925   3.1071   21.4903
    4    3396   22.2696   21.4372   2.7747   21.4903
    4    3397   21.6756   20.7614   3.0475   21.4903
    4    3398   22.0079   21.1411   2.8894   21.4903
    4    3399   21.7920   20.9064   2.9522   21.4903
    4    3400   22.1320   21.2891   2.8098   21.4903
    4    3401   21.7737   20.8771   2.9884   21.4903
    4    3402   21.8957   21.0140   2.9389   21.4903
    4    3403   21.8058   20.9041   3.0057   21.4903
    4    3404   22.4999   21.6887   2.7038   21.4903
    4    3405   22.1595   21.3263   2.7774   21.4903
    4    3406   21.9315   21.0606   2.9032   21.4903
    4    3407   23.7847   23.0911   2.3118   21.4903
    4    3408   21.6885   20.7820   3.0216   21.4903
    4    3409   23.6082   22.8318   2.5878   21.4903
    4    3410   24.0610   23.2538   2.6909   21.4903
    4    3411   21.7001   20.7957   3.0145   21.4903
    4    3412   27.6588   26.7519   3.0232   21.4903
    4    3413   22.6259   21.8213   2.6820   21.4903
    4    3414   23.3907   22.5257   2.8835   21.4903
    4    3415   23.0911   22.1552   3.1195   21.4903
    4    3416   26.3560   25.4691   2.9564   21.4903
    4    3417   25.1331   24.5737   1.8645   21.4903
    4    3418   21.6260   20.7071   3.0632   21.4903
    4    3419   21.9187   21.0468   2.9063   21.4903
    4    3420   22.1732   21.3206   2.8419   21.4903
    4    3421   23.0683   22.1305   3.1260   21.4903
    4    3422   21.9628   21.0985   2.8808   21.4903
    4    3423   22.8050   22.0455   2.5317   21.4903
    4    3424   21.8761   21.0016   2.9151   21.4903
    4    3425   23.1146   22.1812   3.1116   21.4903
    4    3426   21.8646   20.9802   2.9479   21.4903
    4    3427   21.7919   20.9013   2.9690   21.4903
    4    3428   25.9624   25.4676   1.6493   21.4903
    4    3429   22.2001   21.3537   2.8213   21.4903
    4    3430   21.8365   20.9485   2.9599   21.4903
    4    3431   22.1395   21.3087   2.7693   21.4903
    4    3432   21.5533   20.6281   3.0843   21.4903
    4    3433   22.0401   21.1811   2.8634   21.4903
    4    3434   22.3798   21.5595   2.7346   21.4903
    4    3435   22.1673   21.3278   2.7986   21.4903
    4    3436   23.1526   22.2354   3.0572   21.4903
    4    3437   21.8453   20.9670   2.9277   21.4903
    4    3438   24.0242   23.2626   2.5385   21.4903
    4    3439   27.9408   27.0890   2.8393   21.4903
    4    3440   23.6639   22.9856   2.2609   21.4903
    4    3441   21.6743   20.7684   3.0196   21.4903
    4    3442   21.6514   20.7433   3.0271   21.4903
    4    3443   21.7993   20.9072   2.9735   21.4903
    4    3444   22.5388   21.7386   2.6672   21.4903
    4    3445   21.7677   20.8677   2.9999   21.4903
    4    3446   23.7335   22.9299   2.6785   21.4903
    4    3447   22.8739   21.9074   3.2217   21.4903
    4    3448   21.7620   20.8659   2.9869   21.4903
    4    3449   22.1654   21.3174   2.8269   21.4903
    4    3450   22.5372   21.7442   2.6433   21.4903
    4    3451   21.5254   20.5945   3.1030   21.4903
    4    3452   23.2018   22.2910   3.0360   21.4903
    4    3453   21.8701   20.9964   2.9124   21.4903
    4    3454   21.8584   20.9825   2.9198   21.4903
    4    3455   22.8639   22.1037   2.5340   21.4903
    4    3456   23.3656   22.4987   2.8895   21.4903
    4    3457   21.9102   21.0291   2.9368   21.4903
    4    3458   21.7953   20.8990   2.9877   21.4903
    4    3459   23.3090   22.4321   2.9230   21.4903
    4    3460   22.4799   21.6760   2.6797   21.4903
    4    3461   24.0471   23.2890   2.5269   21.4903
    4    3462   23.9971   23.2040   2.6436   21.4903
    4    3463   23.2701   22.3864   2.9458   21.4903
    4    3464   23.2459   22.4910   2.5162   21.4903
    4    3465   22.2868   21.4574   2.7644   21.4903
    4    3466   23.0647   22.1253   3.1313   21.4903
    4    3467   23.6741   22.9045   2.5651   21.4903
    4    3468   22.8085   22.0462   2.5412   21.4903
    4    3469   21.9403   21.0794   2.8696   21.4903
    4    3470   23.4227   22.5817   2.8032   21.4903
    4    3471   26.2024   25.2951   3.0245   21.4903
    4    3472   21.5237   20.5901   3.1122   21.4903
    4    3473   22.1666   21.3184   2.8274   21.4903
    4    3474   24.2826   23.5408   2.4724   21.4903
    4    3475   22.8156   21.8482   3.2245   21.4903
    4    3476   24.9000   24.2226   2.2580   21.4903
    4    3477   22.7877   21.8139   3.2461   21.4903
    4    3478   21.9488   21.0802   2.8952   21.4903
    4    3479   21.7755   20.8844   2.9703   21.4903
    4    3480   21.8320   20.9525   2.9319   21.4903
    4    3481   21.6535   20.7400   3.0452   21.4903
    4    3482   23.0995   22.1587   3.1357   21.4903
    4    3483   21.6478   20.7439   3.0132   21.4903
    4    3484   22.4180   21.5980   2.7332   21.4903
    4    3485   22.2446   21.4120   2.7754   21.4903
    4    3486   21.8700   20.9847   2.9511   21.4903
    4    3487   21.7804   20.8764   3.0133   21.4903
    4    3488   23.1194   22.1910   3.0946   21.4903
    4    3489   21.5856   20.6631   3.0753   21.4903
    4    3490   21.9059   21.0300   2.9197   21.4903
    4    3491   23.8098   22.9983   2.7052   21.4903
    4    3492   21.6180   20.6986   3.0649   21.4903
    4    3493   22.8650   21.8960   3.2300   21.4903
    4    3494   21.5926   20.6731   3.0648   21.4903
    4    3495   21.8008   20.9089   2.9730   21.4903
    4    3496   22.2545   21.4477   2.6894   21.4903
    4    3497   21.6089   20.6908   3.0603   21.4903
    4    3498   21.9820   21.1302   2.8393   21.4903
    4    3499   23.3343   22.6003   2.4467   21.4903
    4    3500   24.1126   23.3349   2.5923   21.4903
    4    3501   22.0183   21.1569   2.8713   21.4903
    4    3502   21.6783   20.7701   3.0274   21.4903
    4    3503   21.5886   20.6662   3.0748   21.4903
    4    3504   21.7338   20.8351   2.9956   21.4903
    4    3505   21.5315   20.6042   3.0911   21.4903
    4    3506   21.6121   20.6960   3.0538   21.4903
    4    3507   23.9909   23.1890   2.6729   21.4903
    4    3508   23.0617   22.1208   3.1365   21.4903
    4    3509   22.1910   21.3497   2.8042   21.4903
    4    3510   21.6371   20.7234   3.0458   21.4903
    4    3511   22.2929   21.4678   2.7501   21.4903
    4    3512   24.3744   23.6143   2.5334   21.4903
    4    3513   24.5574   23.8562   2.3373   21.4903
    4    3514   23.0943   22.1715   3.0758   21.4903
    4    3515   21.7843   20.8901   2.9807   21.4903
    4    3516   22.3336   21.5057   2.7597   21.4903
    4    3517   21.6458   20.7415   3.0141   21.4903
    4    3518   22.3111   21.4824   2.7624   21.4903
    4    3519   21.6060   20.6882   3.0591   21.4903
    4    3520   21.7656   20.8771   2.9617   21.4903
    4    3521   23.8398   23.0193   2.7349   21.4903
    4    3522   24.2568   23.6399   2.0563   21.4903
    4    3523   23.1340   22.2196   3.0480   21.4903
    4    3524   24.0127   23.2552   2.5250   21.4903
    4    3525   23.3101   22.5753   2.4495   21.4903
    4    3526   21.6581   20.7475   3.0354   21.4903
    4    3527   22.8682   21.9008   3.2246   21.4903
    4    3528   24.0847   23.3230   2.5388   21.4903
    4    3529   22.1028   21.2471   2.8525   21.4903
    4    3530   23.7047   22.8996   2.6838   21.4903
    4    3531   23.3703   22.5021   2.8939   21.4903
    4    3532   23.9051   23.1010   2.6805   21.4903
    4    3533   21.5885   20.6672   3.0708   21.4903
    4    3534   22.3674   21.5340   2.7779   21.4903
    4    3535   22.8805   21.9151   3.2180   21.4903
    4    3536   21.6066   20.6867   3.0663   21.4903
    4    3537   22.2708   21.4250   2.8193   21.4903
    4    3538   25.7422   25.2877   1.5151   21.4903
    4    3539   22.0555   21.1943   2.8704   21.4903
    4    3540   21.8470   20.9676   2.9313   21.4903
    4    3541   22.9109   21.9771   3.1130   21.4903
    4    3542   21.7799   20.8769   3.0100   21.4903
    4    3543   21.9949   21.1219   2.9100   21.4903
    4    3544   21.8908   21.0093   2.9383   21.4903
    4    3545   21.6642   20.7519   3.0412   21.4903
    4    3546   22.3892   21.5617   2.7582   21.4903
    4    3547   22.0436   21.1904   2.8440   21.4903
    4    3548   21.6732   20.7638   3.0312   21.4903
    4    3549   21.6405   20.7269   3.0454   21.4903
    4    3550   21.5477   20.6232   3.0819   21.4903
    4    3551   24.2995   23.5617   2.4592   21.4903
    4    3552   22.3073   21.4739   2.7782   21.4903
    4    3553   22.1603   21.3142   2.8201   21.4903
    4    3554   23.0145   22.0626   3.1730   21.4903
    4    3555   22.7973   21.8286   3.2292   21.4903
    4    3556   22.3826   21.5663   2.7211   21.4903
    4    3557   24.0387   23.3735   2.2175   21.4903
    4    3558   23.0701   22.1370   3.1104   21.4903
    4    3559   21.8639   20.9784   2.9517   21.4903
    4    3560   22.8026   22.0214   2.6040   21.4903
    4    3561   22.0008   21.1318   2.8969   21.4903
    4    3562   22.2982   21.4695   2.7621   21.4903
    4    3563   22.2986   21.4625   2.7872   21.4903
    4    3564   22.1067   21.2545   2.8409   21.4903
    4    3565   23.1506   22.2320   3.0620   21.4903
    4    3566   21.4964   20.5597   3.1222   21.4903
    4    3567   21.5266   20.5950   3.1053   21.4903
    4    3568   21.7493   20.8429   3.0213   21.4903
    4    3569   21.6268   20.7097   3.0570   21.4903
    4    3570   21.9323   21.0644   2.8933   21.4903
    4    3571   21.7232   20.8204   3.0092   21.4903
    4    3572   22.5144   21.7315   2.6096   21.4903
    4    3573   21.6935   20.7866   3.0231   21.4903
    4    3574   23.2905   22.3964   2.9806   21.4903
    4    3575   21.6921   20.7878   3.0142   21.4903
    4    3576   23.7683   22.9698   2.6616   21.4903
    4    3577   21.5408   20.6142   3.0886   21.4903
    4    3578   22.2681   21.4621   2.6865   21.4903
    4    3579   21.5159   20.5820   3.1131   21.4903
    4    3580   21.8578   20.9664   2.9711   21.4903
    4    3581   22.0653   21.2245   2.8029   21.4903
    4    3582   26.1014   25.1822   3.0640   21.4903
    4    3583   24.4962   23.8251   2.2368   21.4903
    4    3584   23.2320   22.3398   2.9739   21.4903
    4    3585   21.7027   20.8000   3.0092   21.4903
    4    3586   23.6134   22.7891   2.7478   21.4903
    4    3587   21.9407   21.0698   2.9030   21.4903
    4    3588   22.2263   21.3989   2.7581   21.4903
    4    3589   24.9871   24.4394   1.8255   21.4903
    4    3590   22.0207   21.1632   2.8582   21.4903
    4    3591   22.4833   21.6723   2.7033   21.4903
    4    3592   21.8364   20.9406   2.9861   21.4903
    4    3593   21.9501   21.0733   2.9226   21.4903
    4    3594   24.1087   23.3602   2.4950   21.4903
    4    3595   22.9213   21.9920   3.0977   21.4903
    4    3596   23.8164   22.9937   2.7421   21.4903
    4    3597   22.8397   21.8915   3.1606   21.4903
    4    3598   23.6465   22.8699   2.5888   21.4903
    4    3599   21.9052   21.0291   2.9205   21.4903
    4    3600   24.0074   23.2257   2.6059   21.4903
    4    3601   21.9150   21.0439   2.9036   21.4903
    4    3602   25.3684   24.9148   1.5118   21.4903
    4    3603   23.5113   22.6589   2.8413   21.4903
    4    3604   21.9559   21.0792   2.9223   21.4903
    4    3605   26.4164   25.5353   2.9372   21.4903
    4    3606   22.3010   21.4687   2.7744   21.4903
    4    3607   21.7060   20.7971   3.0294   21.4903
    4    3608   21.7447   20.8383   3.0212   21.4903
    4    3609   23.2576   22.3709   2.9554   21.4903
    4    3610   23.0318   22.0824   3.1645   21.4903
    4    3611   27.7199   26.8234   2.9884   21.4903
    4    3612   21.7248   20.8205   3.0145   21.4903
    4    3613   23.1904   22.2814   3.0299   21.4903
    4    3614   21.7948   20.9084   2.9547   21.4903
    4    3615   21.5563   20.6316   3.0826   21.4903
    4    3616   22.6900   21.9154   2.5821   21.4903
    4    3617   26.1185   25.2032   3.0510   21.4903
    4    3618   21.5775   20.6554   3.0738   21.4903
    4    3619   25.1870   24.6661   1.7362   21.4903
    4    3620   21.5448   20.6170   3.0928   21.4903
    4    3621   22.0661   21.2034   2.8758   21.4903
    4    3622   21.6351   20.7207   3.0478   21.4903
    4    3623   23.4554   22.6144   2.8033   21.4903
    4    3624   23.0531   22.1044   3.1621   21.4903
