/Users/terrace/Library/Python/3.9/lib/python/site-packages/optuna/_experimental.py:33: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  optuna_warn(
Aeolia History Engine Optimizer (Optuna TPE)
  Trials       : 500
  Seeds        : [17, 42, 97, 137, 256]
  Params       : 33
  Variance λ   : 0.3
  Results dir  : /Users/terrace/Labs/Aeolia/aeolia-godot/optimization/results

Loading worlds...
  seed=17 [godot]: 42 archs, 151 edges
  seed=42 [godot]: 42 archs, 150 edges
  seed=97 [godot]: 42 archs, 142 edges
  seed=137 [godot]: 42 archs, 151 edges
  seed=256 [godot]: 42 archs, 143 edges

Evaluating default params (baseline)...
  Baseline total=27.9498  mean=27.2992  std=2.1689
  Components: lattice_density=0.016  reach_spread=0.395  lattice_latitude=0.740  reach_latitude=0.683  lattice_shelf=0.064  civ_gap=0.898  peak_asymmetry=0.000  edge_topology=0.027  climate_crop=0.337  yield_asymmetry=0.001  industrial_convergence=0.000  nav_weapons_coupling=0.000  security_dilemma=0.000  nuclear_emergence=0.000  pu_gate=5.600  supply_chain=0.000  cu_tech_lead=0.000  au_priority=4.000  serial_horizon=4.000  maritime_asymmetry=0.372  colonial_extraction=1.740  nuclear_convergence=6.128  df_timing=0.196  sov_ordering=0.007  sov_recovery=0.000  pop_ratio=2.000  pop_inequality=0.014  epi_correlation=0.081

Trial     Total      Mean      Std      Best
  453   24.8638   24.4708   1.3101   24.2729
  454   24.9499   24.5959   1.1799   24.2729
  455   26.3736   25.8604   1.7107   24.2729
  456   29.2559   28.8219   1.4467   24.2729
  457   24.8655   24.4465   1.3968   24.2729
  458   24.9575   24.5476   1.3663   24.2729
  459   26.6502   26.0161   2.1137   24.2729
  460   24.6199   24.1155   1.6814   24.2729
  461   30.3911   29.8790   1.7068   24.2729
  462   26.3508   25.9712   1.2654   24.2729
  463   27.4480   26.8419   2.0201   24.2729
  464   25.9472   25.4376   1.6988   24.2729
  465   30.7728   30.2499   1.7430   24.2729
  466   25.1405   24.8101   1.1015   24.2729
  467   25.9692   25.4724   1.6560   24.2729
  468   24.3965   23.8510   1.8183   24.2729
  469   24.8446   24.3851   1.5319   24.2729
  470   24.8307   24.3632   1.5584   24.2729
  471   24.9333   24.5679   1.2181   24.2729
  472   27.0364   26.5231   1.7110   24.2729
  473   30.5788   30.0697   1.6970   24.2729
  474   26.4645   25.9677   1.6559   24.2729
  475   29.4209   29.0433   1.2588   24.2729
  476   24.4279   23.9106   1.7242   24.2729
  477   24.5052   23.9884   1.7228   24.2729
  478   24.8452   24.4476   1.3255   24.2729
  479   25.5985   25.0618   1.7891   24.2729
  480   27.0915   26.5969   1.6486   24.2729
  481   27.4053   26.8288   1.9217   24.2729
  482   25.6107   25.0510   1.8656   24.2729
  483   30.8656   30.3103   1.8510   24.2729
  484   27.5632   26.9473   2.0528   24.2729
  485   29.4521   29.1077   1.1480   24.2729
  486   24.3394   23.7824   1.8567   24.2729
  487   29.2703   28.8474   1.4099   24.2729
  488   26.2275   25.7610   1.5551   24.2729
  489   31.9333   31.3451   1.9609   24.2729
  490   24.7529   24.2728   1.6002   24.2729
  491   24.7863   24.3672   1.3973   24.2729
  492   25.1901   24.8396   1.1683   24.2729
  493   25.0313   24.6142   1.3904   24.2729
  494   29.1621   28.6755   1.6221   24.2729
  495   25.2342   24.8945   1.1322   24.2729
  496   26.9695   26.4721   1.6580   24.2729
  497   24.3449   23.7901   1.8493   24.2729
  498   28.8809   28.3462   1.7826   24.2729
  499   25.6075   25.0472   1.8677   24.2729
  500   25.5914   25.0343   1.8571   24.2729

Completed 500 trials in 6.1s (0.0s/trial)
Best total loss: 24.2729  (baseline: 27.9498, improvement: 3.6769)

Saved: /Users/terrace/Labs/Aeolia/aeolia-godot/optimization/results/best_params.json
Saved: /Users/terrace/Labs/Aeolia/aeolia-godot/optimization/results/loss_breakdown.json
Saved: /Users/terrace/Labs/Aeolia/aeolia-godot/optimization/results/convergence.json
Saved: /Users/terrace/Labs/Aeolia/aeolia-godot/optimization/results/convergence_summary.txt

Aeolia History Engine — Optimization Results
============================================================
Backend        : Optuna TPE (multivariate, n_startup=20)
Trials         : 500
Seeds          : [17, 42, 97, 137, 256]
Parameters     : 33
Variance λ     : 0.3
Total time     : 6.1s  (0.0s/trial)

Baseline (default params):
  total=27.9498  mean=27.2992  std=2.1689
  lattice_density=0.0161  reach_spread=0.3947  lattice_latitude=0.7404  reach_latitude=0.6831  lattice_shelf=0.0639  civ_gap=0.8981  peak_asymmetry=0.0000  edge_topology=0.0268  climate_crop=0.3370  yield_asymmetry=0.0008  industrial_convergence=0.0000  nav_weapons_coupling=0.0000  security_dilemma=0.0000  nuclear_emergence=0.0000  pu_gate=5.6000  supply_chain=0.0000  cu_tech_lead=0.0000  au_priority=4.0000  serial_horizon=4.0000  maritime_asymmetry=0.3715  colonial_extraction=1.7400  nuclear_convergence=6.1280  df_timing=0.1960  sov_ordering=0.0074  sov_recovery=0.0000  pop_ratio=2.0000  pop_inequality=0.0143  epi_correlation=0.0810

Best (trial #401):
  total=24.2729  mean=23.6904  std=1.9416
  lattice_density=0.0161  reach_spread=0.3947  lattice_latitude=0.7404  reach_latitude=0.6831  lattice_shelf=0.0639  civ_gap=0.8981  peak_asymmetry=0.0000  edge_topology=0.0268  climate_crop=0.3370  yield_asymmetry=0.0008  industrial_convergence=0.0000  nav_weapons_coupling=0.0000  security_dilemma=0.0000  nuclear_emergence=0.0000  pu_gate=7.2000  supply_chain=0.0000  cu_tech_lead=0.0160  au_priority=3.0983  serial_horizon=4.0000  maritime_asymmetry=0.4604  colonial_extraction=1.4670  nuclear_convergence=2.0000  df_timing=0.1960  sov_ordering=0.0004  sov_recovery=0.0000  pop_ratio=2.0000  pop_inequality=0.0103  epi_correlation=0.0810
  Improvement vs baseline: 3.6769

Per-seed losses (best params):
  seed=17: total=21.2239  lattice_density=0.0299  reach_spread=0.1117  lattice_latitude=0.4959  reach_latitude=0.0000  lattice_shelf=0.0000  civ_gap=0.9470  peak_asymmetry=0.0000  edge_topology=0.0057  climate_crop=0.2145  yield_asymmetry=0.0006  industrial_convergence=0.0000  nav_weapons_coupling=0.0000  security_dilemma=0.0000  nuclear_emergence=0.0000  pu_gate=8.0000  supply_chain=0.0000  cu_tech_lead=0.0000  au_priority=2.2941  serial_horizon=4.0000  maritime_asymmetry=0.6944  colonial_extraction=1.4400  nuclear_convergence=0.0000  df_timing=0.9800  sov_ordering=0.0003  sov_recovery=0.0000  pop_ratio=2.0000  pop_inequality=0.0099  epi_correlation=0.0000
  seed=42: total=24.6712  lattice_density=0.0506  reach_spread=0.2659  lattice_latitude=0.0389  reach_latitude=1.9520  lattice_shelf=0.1479  civ_gap=0.9896  peak_asymmetry=0.0000  edge_topology=0.0580  climate_crop=0.4572  yield_asymmetry=0.0001  industrial_convergence=0.0000  nav_weapons_coupling=0.0000  security_dilemma=0.0000  nuclear_emergence=0.0000  pu_gate=8.0000  supply_chain=0.0000  cu_tech_lead=0.0000  au_priority=5.0000  serial_horizon=4.0000  maritime_asymmetry=0.2500  colonial_extraction=1.4400  nuclear_convergence=0.0000  df_timing=0.0000  sov_ordering=0.0006  sov_recovery=0.0000  pop_ratio=2.0000  pop_inequality=0.0204  epi_correlation=0.0000
  seed=97: total=24.0016  lattice_density=0.0000  reach_spread=0.3109  lattice_latitude=0.0000  reach_latitude=1.4634  lattice_shelf=0.0000  civ_gap=0.9889  peak_asymmetry=0.0000  edge_topology=0.0123  climate_crop=0.5320  yield_asymmetry=0.0033  industrial_convergence=0.0000  nav_weapons_coupling=0.0000  security_dilemma=0.0000  nuclear_emergence=0.0000  pu_gate=8.0000  supply_chain=0.0000  cu_tech_lead=0.0000  au_priority=5.0000  serial_horizon=4.0000  maritime_asymmetry=0.2500  colonial_extraction=1.4400  nuclear_convergence=0.0000  df_timing=0.0000  sov_ordering=0.0006  sov_recovery=0.0000  pop_ratio=2.0000  pop_inequality=0.0002  epi_correlation=0.0000
  seed=137: total=26.6247  lattice_density=0.0000  reach_spread=0.7632  lattice_latitude=2.8267  reach_latitude=0.0000  lattice_shelf=0.0816  civ_gap=0.5679  peak_asymmetry=0.0000  edge_topology=0.0303  climate_crop=0.2145  yield_asymmetry=0.0000  industrial_convergence=0.0000  nav_weapons_coupling=0.0000  security_dilemma=0.0000  nuclear_emergence=0.0000  pu_gate=4.0000  supply_chain=0.0000  cu_tech_lead=0.0000  au_priority=0.0000  serial_horizon=4.0000  maritime_asymmetry=0.6944  colonial_extraction=1.4400  nuclear_convergence=10.0000  df_timing=0.0000  sov_ordering=0.0003  sov_recovery=0.0000  pop_ratio=2.0000  pop_inequality=0.0058  epi_correlation=0.0000
  seed=256: total=21.9307  lattice_density=0.0000  reach_spread=0.5218  lattice_latitude=0.3406  reach_latitude=0.0000  lattice_shelf=0.0900  civ_gap=0.9972  peak_asymmetry=0.0000  edge_topology=0.0280  climate_crop=0.2667  yield_asymmetry=0.0000  industrial_convergence=0.0000  nav_weapons_coupling=0.0000  security_dilemma=0.0000  nuclear_emergence=0.0000  pu_gate=8.0000  supply_chain=0.0000  cu_tech_lead=0.0800  au_priority=3.1975  serial_horizon=4.0000  maritime_asymmetry=0.4133  colonial_extraction=1.5750  nuclear_convergence=0.0000  df_timing=0.0000  sov_ordering=0.0004  sov_recovery=0.0000  pop_ratio=2.0000  pop_inequality=0.0152  epi_correlation=0.4050

Convergence (best-so-far):
  trial   1: best_so_far=32.5667
  trial   5: best_so_far=30.1564
  trial  10: best_so_far=27.8873
  trial  20: best_so_far=26.9933
  trial  30: best_so_far=25.6796
  trial  50: best_so_far=25.6796
  trial 500: best_so_far=24.2729

Best parameter values (vs defaults):
  antiquity_base_growth                best=  0.005478  default=  0.002000  delta=+0.003478 (+39% of range) <<<
  antiquity_lattice_pop_mult           best=  1.674043  default=  2.500000  delta=-0.825957 (-33% of range) <<<
  serial_shock_base_min                best=  0.295853  default=  0.200000  delta=+0.095853 (+38% of range) <<<
  serial_shock_base_range              best=  0.266322  default=  0.250000  delta=+0.016322 (+5% of range)
  serial_trade_rate                    best=  0.000403  default=  0.000400  delta=+0.000003 (+0% of range)
  reach_serial_base_mult               best=  1.380588  default=  1.300000  delta=+0.080588 (+5% of range)
  reach_serial_log_coeff               best=  0.207112  default=  0.300000  delta=-0.092888 (-19% of range)
  lattice_serial_base_mult             best=  2.121375  default=  1.900000  delta=+0.221375 (+10% of range)
  lattice_serial_log_coeff             best=  0.067861  default=  0.120000  delta=-0.052139 (-19% of range)
  extraction_base                      best=  0.057214  default=  0.150000  delta=-0.092786 (-31% of range) <<<
  extraction_per_year                  best=  0.000007  default=  0.000100  delta=-0.000093 (-31% of range) <<<
  garrison_absorb_base                 best=  0.284555  default=  0.150000  delta=+0.134555 (+45% of range) <<<
  reach_colony_surplus                 best=  0.070126  default=  0.120000  delta=-0.049874 (-25% of range) <<<
  lattice_garrison_bonus               best=  0.237355  default=  0.150000  delta=+0.087355 (+35% of range) <<<
  lattice_trib_bonus                   best=  0.145206  default=  0.080000  delta=+0.065206 (+36% of range) <<<
  reach_ind_tech_mult                  best=  0.231147  default=  0.120000  delta=+0.111147 (+53% of range) <<<
  reach_ind_pot_mult                   best=  0.250554  default=  0.140000  delta=+0.110554 (+43% of range) <<<
  reach_ind_log_coeff                  best=  0.057656  default=  0.140000  delta=-0.082344 (-33% of range) <<<
  reach_ind_tech_growth                best=  1.378055  default=  0.900000  delta=+0.478055 (+34% of range) <<<
  lattice_ind_tech_mult                best=  0.078092  default=  0.060000  delta=+0.018092 (+14% of range)
  lattice_ind_pot_mult                 best=  0.119530  default=  0.220000  delta=-0.100470 (-33% of range) <<<
  lattice_ind_log_coeff                best=  0.178185  default=  0.100000  delta=+0.078185 (+46% of range) <<<
  lattice_ind_tech_growth              best=  0.502479  default=  0.600000  delta=-0.097521 (-9% of range)
  tech_floor_reach_ind                 best=  7.040906  default=  7.000000  delta=+0.040906 (+4% of range)
  tech_floor_lattice_ind               best=  6.922326  default=  6.500000  delta=+0.422326 (+42% of range) <<<
  reach_nuclear_pop_mult               best=  1.516182  default=  1.400000  delta=+0.116182 (+13% of range)
  lattice_nuclear_pop_mult             best=  1.402586  default=  1.350000  delta=+0.052586 (+6% of range)
  nuclear_access_colony                best=  0.593600  default=  0.700000  delta=-0.106400 (-21% of range) <<<
  nuclear_access_garrison              best=  0.396510  default=  0.500000  delta=-0.103490 (-21% of range) <<<
  nuclear_access_independent           best=  0.454221  default=  0.300000  delta=+0.154221 (+39% of range) <<<
  cu_serial_year_bonus                 best= 37.314600  default=150.000000  delta=-112.685400 (-28% of range) <<<
  au_contact_year_bonus                best=246.084831  default= 80.000000  delta=+166.084831 (+66% of range) <<<
  pu_nuclear_tech_fraction             best=  0.275847  default=  0.600000  delta=-0.324153 (-46% of range) <<<

GDScript constants (changed params, |Δ| > 5% of range):
  var antiquity_base_growth := 0.005478
  var antiquity_lattice_pop_mult := 1.674043
  var serial_shock_base_min := 0.295853
  var serial_shock_base_range := 0.266322
  var reach_serial_log_coeff := 0.207112
  var lattice_serial_base_mult := 2.121375
  var lattice_serial_log_coeff := 0.067861
  var extraction_base := 0.057214
  var extraction_per_year := 0.000007
  var garrison_absorb_base := 0.284555
  var reach_colony_surplus := 0.070126
  var lattice_garrison_bonus := 0.237355
  var lattice_trib_bonus := 0.145206
  var reach_ind_tech_mult := 0.231147
  var reach_ind_pot_mult := 0.250554
  var reach_ind_log_coeff := 0.057656
  var reach_ind_tech_growth := 1.378055
  var lattice_ind_tech_mult := 0.078092
  var lattice_ind_pot_mult := 0.119530
  var lattice_ind_log_coeff := 0.178185
  var lattice_ind_tech_growth := 0.502479
  var tech_floor_lattice_ind := 6.922326
  var reach_nuclear_pop_mult := 1.516182
  var lattice_nuclear_pop_mult := 1.402586
  var nuclear_access_colony := 0.593600
  var nuclear_access_garrison := 0.396510
  var nuclear_access_independent := 0.454221
  var cu_serial_year_bonus := 37.314600
  var au_contact_year_bonus := 246.084831
  var pu_nuclear_tech_fraction := 0.275847

