/Users/terrace/Library/Python/3.9/lib/python/site-packages/optuna/_experimental.py:33: ExperimentalWarning: Argument ``multivariate`` is an experimental feature. The interface can change in the future.
  optuna_warn(
Aeolia History Engine Optimizer (Optuna TPE)
  Trials       : 10000
  Seeds        : [216089, 51, 73, 74, 11, 66, 17, 42, 97, 137, 256]
  Params       : 33
  Variance λ   : 0.3
  Results dir  : /Users/terrace/Labs/Aeolia/aeolia-godot/optimization/results

Loading worlds...
  seed=216089 [candidate]: 42 archs, 144 edges
  seed=51 [candidate]: 42 archs, 143 edges
  seed=73 [candidate]: 42 archs, 148 edges
  seed=74 [candidate]: 42 archs, 140 edges
  seed=11 [candidate]: 42 archs, 146 edges
  seed=66 [candidate]: 42 archs, 142 edges
  seed=17 [godot]: 42 archs, 151 edges
  seed=42 [godot]: 42 archs, 150 edges
  seed=97 [godot]: 42 archs, 142 edges
  seed=137 [godot]: 42 archs, 151 edges
  seed=256 [godot]: 42 archs, 143 edges

Evaluating default params (baseline)...
  Baseline total=35.5117  mean=32.8878  std=8.7463
  Components: lattice_density=0.022  reach_spread=0.181  lattice_latitude=0.339  reach_latitude=1.089  lattice_shelf=0.090  civ_gap=0.408  peak_asymmetry=0.000  edge_topology=0.135  climate_crop=0.327  yield_asymmetry=0.007  industrial_convergence=0.000  nav_weapons_coupling=0.000  security_dilemma=0.000  nuclear_emergence=0.000  pu_dependency=1.159  pu_convergence=10.727  supply_chain=0.000  cu_tech_lead=0.036  au_priority=2.727  serial_horizon=4.000  maritime_asymmetry=0.335  colonial_extraction=1.667  nuclear_convergence=7.360  df_timing=0.213  sov_ordering=0.008  sov_recovery=0.000  pop_ratio=2.000  pop_inequality=0.020  epi_correlation=0.038

Trial     Total      Mean      Std      Best
 1511   23.7085   21.8887   6.0659   21.7299
 1512   24.0286   23.4376   1.9702   21.7299
 1513   24.7902   24.1132   2.2569   21.7299
 1514   25.1151   24.1735   3.1388   21.7299
 1515   23.0105   22.2291   2.6044   21.7299
 1516   24.6004   23.9420   2.1948   21.7299
 1517   21.8678   20.7926   3.5838   21.7299
 1518   23.1515   22.2212   3.1011   21.7299
 1519   24.7320   23.3261   4.6862   21.7299
 1520   26.1506   24.8693   4.2709   21.7299
 1521   25.4678   24.0215   4.8209   21.7299
 1522   22.8660   21.2066   5.5314   21.7299
 1523   24.3977   22.8502   5.1583   21.7299
 1524   25.6176   24.7826   2.7835   21.7299
 1525   22.7514   21.5439   4.0249   21.7299
 1526   23.3670   22.2400   3.7566   21.7299
 1527   23.5050   22.2087   4.3213   21.7299
 1528   24.4362   23.6349   2.6711   21.7299
 1529   23.8441   22.4595   4.6152   21.7299
 1530   22.7410   21.5243   4.0556   21.7299
 1531   23.4485   22.5961   2.8411   21.7299
 1532   25.9900   24.3359   5.5134   21.7299
 1533   23.1418   22.0295   3.7076   21.7299
 1534   22.9929   22.1056   2.9577   21.7299
 1535   25.5838   24.9999   1.9463   21.7299
 1536   24.1505   23.6321   1.7282   21.7299
 1537   24.0956   22.9998   3.6526   21.7299
 1538   23.4101   22.1412   4.2295   21.7299
 1539   23.7090   22.1778   5.1041   21.7299
 1540   23.3954   22.1275   4.2264   21.7299
 1541   24.7366   23.0293   5.6910   21.7299
 1542   25.9011   24.6623   4.1292   21.7299
 1543   25.4535   24.7223   2.4372   21.7299
 1544   23.1831   21.4568   5.7544   21.7299
 1545   23.3424   22.2271   3.7177   21.7299
 1546   23.7316   22.1668   5.2158   21.7299
 1547   22.9966   21.4383   5.1941   21.7299
 1548   22.8195   21.9040   3.0516   21.7299
 1549   24.6711   23.1888   4.9412   21.7299
 1550   22.1934   20.7703   4.7437   21.7299
 1551   23.0289   21.6064   4.7417   21.7299
 1552   26.9414   25.0601   6.2710   21.7299
 1553   22.6695   21.4063   4.2107   21.7299
 1554   23.4447   22.2215   4.0773   21.7299
 1555   22.5125   20.9941   5.0611   21.7299
 1556   23.1527   21.7936   4.5302   21.7299
 1557   24.9037   24.2578   2.1532   21.7299
 1558   23.8509   23.0996   2.5045   21.7299
 1559   25.0987   23.5841   5.0486   21.7299
 1560   26.1510   24.6762   4.9161   21.7299
 1561   24.9103   23.4955   4.7159   21.7299
 1562   22.1889   21.0374   3.8385   21.7299
 1563   24.6951   24.1469   1.8272   21.7299
 1564   23.0259   21.4134   5.3751   21.7299
 1565   25.8298   24.4744   4.5179   21.7299
 1566   23.7810   23.1400   2.1368   21.7299
 1567   24.2515   22.8622   4.6311   21.7299
 1568   23.1270   22.0227   3.6812   21.7299
 1569   23.8075   23.0652   2.4745   21.7299
 1570   24.2579   23.6111   2.1560   21.7299
 1571   23.1659   22.1781   3.2927   21.7299
 1572   25.2718   23.8997   4.5738   21.7299
 1573   25.1211   24.5076   2.0451   21.7299
 1574   24.1955   23.4222   2.5779   21.7299
 1575   25.4090   23.9219   4.9568   21.7299
 1576   22.9269   21.9760   3.1695   21.7299
 1577   24.5006   22.5703   6.4341   21.7299
 1578   24.2654   23.4455   2.7332   21.7299
 1579   23.6021   22.7342   2.8932   21.7299
 1580   26.3308   24.6871   5.4788   21.7299
 1581   24.5143   23.2344   4.2663   21.7299
 1582   25.2847   24.1221   3.8755   21.7299
 1583   23.6531   22.7741   2.9302   21.7299
 1584   23.7147   23.0229   2.3062   21.7299
 1585   24.2683   23.6182   2.1672   21.7299
 1586   26.2254   25.2455   3.2661   21.7299
 1587   24.7024   23.3684   4.4466   21.7299
 1588   23.9189   22.7851   3.7792   21.7299
 1589   24.2093   22.4187   5.9686   21.7299
 1590   23.7857   22.0660   5.7322   21.7299
 1591   25.4311   24.5110   3.0669   21.7299
 1592   24.1415   22.8142   4.4244   21.7299
 1593   25.1006   23.5825   5.0604   21.7299
 1594   24.3241   22.9918   4.4408   21.7299
 1595   22.4991   21.0110   4.9604   21.7299
 1596   24.5321   23.6460   2.9535   21.7299
 1597   25.2112   23.9103   4.3361   21.7299
 1598   23.6186   22.4394   3.9305   21.7299
 1599   23.2616   21.9547   4.3564   21.7299
 1600   23.8904   23.1200   2.5680   21.7299
 1601   23.3212   22.6843   2.1230   21.7299
 1602   23.8774   22.9464   3.1032   21.7299
 1603   23.2279   22.2584   3.2319   21.7299
 1604   25.2270   24.2760   3.1699   21.7299
 1605   24.4644   23.6237   2.8022   21.7299
 1606   25.8495   23.6691   7.2679   21.7299
 1607   22.3768   21.2567   3.7337   21.7299
 1608   23.3037   22.2086   3.6503   21.7299
 1609   23.4077   22.0022   4.6850   21.7299
 1610   24.4978   23.3911   3.6890   21.7299
 1611   24.5581   23.1770   4.6038   21.7299
 1612   25.3123   24.8037   1.6956   21.7299
 1613   24.0227   22.7461   4.2555   21.7299
 1614   23.2994   21.6983   5.3370   21.7299
 1615   23.8918   22.9539   3.1264   21.7299
 1616   24.1976   23.1069   3.6358   21.7299
 1617   22.7208   21.6737   3.4905   21.7299
 1618   23.1893   21.8822   4.3569   21.7299
 1619   24.0150   22.6673   4.4923   21.7299
 1620   25.0832   23.4850   5.3274   21.7299
 1621   24.6295   23.3385   4.3035   21.7299
 1622   24.7111   23.2596   4.8382   21.7299
 1623   24.4991   23.2794   4.0656   21.7299
 1624   24.6274   22.9556   5.5725   21.7299
 1625   23.7097   22.5490   3.8688   21.7299
 1626   24.5309   23.8985   2.1080   21.7299
 1627   23.8385   23.0878   2.5022   21.7299
 1628   24.1058   22.5358   5.2332   21.7299
 1629   23.9424   22.1205   6.0728   21.7299
 1630   24.2524   23.6036   2.1626   21.7299
 1631   22.5567   21.1563   4.6680   21.7299
 1632   24.9492   24.0536   2.9851   21.7299
 1633   23.6740   22.3771   4.3229   21.7299
 1634   24.4138   23.7663   2.1583   21.7299
 1635   23.5068   22.2271   4.2659   21.7299
 1636   23.8091   23.0671   2.4734   21.7299
 1637   24.4856   23.6423   2.8107   21.7299
 1638   23.6965   22.2920   4.6816   21.7299
 1639   25.4608   24.2618   3.9965   21.7299
 1640   24.1309   23.2924   2.7951   21.7299
 1641   22.3101   21.3248   3.2842   21.7299
 1642   24.7234   23.8616   2.8725   21.7299
 1643   23.1643   21.5387   5.4186   21.7299
 1644   24.9769   23.6647   4.3742   21.7299
 1645   24.5769   23.8052   2.5723   21.7299
 1646   25.2225   24.2655   3.1901   21.7299
 1647   23.2913   22.1386   3.8424   21.7299
 1648   23.7986   23.1597   2.1297   21.7299
 1649   25.5539   24.5561   3.3259   21.7299
 1650   23.5708   22.3918   3.9300   21.7299
 1651   26.0614   25.0340   3.4248   21.7299
 1652   24.7917   23.3933   4.6612   21.7299
 1653   23.6907   22.8149   2.9192   21.7299
 1654   23.9896   22.4185   5.2370   21.7299
 1655   22.7190   21.7939   3.0836   21.7299
 1656   23.5322   21.8440   5.6275   21.7299
 1657   24.3335   22.8684   4.8836   21.7299
 1658   29.9201   27.7563   7.2129   21.7299
 1659   24.0981   23.3306   2.5582   21.7299
 1660   22.7114   21.6307   3.6021   21.7299
 1661   25.6510   24.4832   3.8924   21.7299
 1662   23.4239   22.5720   2.8395   21.7299
 1663   24.3991   22.8682   5.1031   21.7299
 1664   24.1532   22.8438   4.3647   21.7299
 1665   26.6342   25.7040   3.1007   21.7299
 1666   24.7672   24.1933   1.9131   21.7299
 1667   23.2958   21.6997   5.3201   21.7299
 1668   24.3876   23.0908   4.3226   21.7299
 1669   23.1415   22.3561   2.6182   21.7299
 1670   24.2091   22.5614   5.4923   21.7299
 1671   23.2219   22.2465   3.2513   21.7299
 1672   26.3737   24.6629   5.7027   21.7299
 1673   25.0992   23.6535   4.8190   21.7299
 1674   24.9014   23.5288   4.5754   21.7299
 1675   23.7585   22.8789   2.9322   21.7299
 1676   27.7163   26.2459   4.9014   21.7299
 1677   22.7333   21.1579   5.2515   21.7299
 1678   24.5928   23.2489   4.4797   21.7299
 1679   24.1537   22.8651   4.2955   21.7299
 1680   24.9331   23.3198   5.3778   21.7299
 1681   25.1898   23.7133   4.9216   21.7299
 1682   21.8283   20.7531   3.5842   21.7299
 1683   24.1432   23.2040   3.1307   21.7299
 1684   23.9186   22.5878   4.4360   21.7299
 1685   25.5283   24.5063   3.4064   21.7299
 1686   22.1660   20.9780   3.9602   21.7299
 1687   25.2206   24.2563   3.2143   21.7299
 1688   22.8378   21.6820   3.8527   21.7299
 1689   23.9960   22.4597   5.1210   21.7299
 1690   25.0361   23.7078   4.4280   21.7299
 1691   22.9904   21.5273   4.8769   21.7299
 1692   26.9290   25.6710   4.1932   21.7299
 1693   22.5992   21.5536   3.4855   21.7299
 1694   23.2432   22.3823   2.8698   21.7299
 1695   26.3041   25.6855   2.0621   21.7299
 1696   23.8301   22.5443   4.2862   21.7299
 1697   25.6060   24.7859   2.7336   21.7299
 1698   27.1607   25.3970   5.8791   21.7299
 1699   24.8758   23.7374   3.7947   21.7299
 1700   25.3068   24.2961   3.3690   21.7299
 1701   26.2198   25.0801   3.7992   21.7299
 1702   23.5363   22.8641   2.2406   21.7299
 1703   23.2074   22.1336   3.5793   21.7299
 1704   23.8444   22.9535   2.9697   21.7299
 1705   23.1541   22.0556   3.6619   21.7299
 1706   22.4490   21.3439   3.6838   21.7299
 1707   21.7704   20.6956   3.5824   21.7299
 1708   26.9961   25.2492   5.8230   21.7299
 1709   23.8874   22.4832   4.6805   21.7299
 1710   23.9499   23.3780   1.9064   21.7299
 1711   24.4703   23.6299   2.8014   21.7299
 1712   23.5799   22.5425   3.4582   21.7299
 1713   23.3494   22.2413   3.6937   21.7299
 1714   22.7938   21.2728   5.0702   21.7299
 1715   23.3263   21.7870   5.1313   21.7299
 1716   26.4375   25.0227   4.7159   21.7299
 1717   24.3285   22.9947   4.4462   21.7299
 1718   24.6262   23.9327   2.3114   21.7299
 1719   24.7194   23.5571   3.8742   21.7299
 1720   23.7027   22.3203   4.6079   21.7299
 1721   26.1847   25.0799   3.6827   21.7299
 1722   25.5735   24.8966   2.2564   21.7299
 1723   25.6098   25.0965   1.7108   21.7299
 1724   23.2228   22.0748   3.8266   21.7299
 1725   25.0640   24.4860   1.9268   21.7299
 1726   24.8805   24.1552   2.4176   21.7299
 1727   26.8220   24.6307   7.3044   21.7299
 1728   22.8243   21.7519   3.5748   21.7299
 1729   25.9646   25.3456   2.0633   21.7299
 1730   23.0552   21.9650   3.6341   21.7299
 1731   23.7638   22.8829   2.9364   21.7299
 1732   23.5925   22.5598   3.4423   21.7299
 1733   24.0624   22.8090   4.1782   21.7299
 1734   23.7003   22.6743   3.4200   21.7299
 1735   22.2664   21.2718   3.3153   21.7299
 1736   24.3564   23.3555   3.3361   21.7299
 1737   22.6487   21.0146   5.4472   21.7299
 1738   24.7639   24.2563   1.6920   21.7299
 1739   24.3510   23.3170   3.4466   21.7299
 1740   24.6090   23.9205   2.2949   21.7299
 1741   24.2652   23.6111   2.1806   21.7299
 1742   25.9224   23.9210   6.6714   21.7299
 1743   22.4487   21.3854   3.5443   21.7299
 1744   25.4759   23.6990   5.9230   21.7299
 1745   24.2274   23.2952   3.1074   21.7299
 1746   25.5654   24.5651   3.3343   21.7299
 1747   24.3084   22.9872   4.4040   21.7299
 1748   24.9133   24.2698   2.1449   21.7299
 1749   25.0332   24.5541   1.5972   21.7299
 1750   23.3630   22.7265   2.1214   21.7299
 1751   24.2887   23.3263   3.2082   21.7299
 1752   25.5062   24.2916   4.0485   21.7299
 1753   23.6385   22.4270   4.0383   21.7299
 1754   22.7071   21.4903   4.0560   21.7299
 1755   24.9120   23.9441   3.2264   21.7299
 1756   23.7725   23.0514   2.4036   21.7299
 1757   25.0326   24.0056   3.4236   21.7299
 1758   23.6831   22.3848   4.3279   21.7299
 1759   24.0546   23.3656   2.2965   21.7299
 1760   24.0753   23.1498   3.0848   21.7299
 1761   22.1791   21.0170   3.8738   21.7299
 1762   25.2600   23.7718   4.9605   21.7299
 1763   23.1920   21.8790   4.3768   21.7299
 1764   23.1665   22.2058   3.2023   21.7299
 1765   24.3816   23.3953   3.2876   21.7299
 1766   22.8148   21.7487   3.5539   21.7299
 1767   24.0783   22.9409   3.7916   21.7299
 1768   23.5442   22.8686   2.2519   21.7299
 1769   24.1998   22.5446   5.5172   21.7299
 1770   24.3575   23.1860   3.9050   21.7299
 1771   23.4777   22.1294   4.4941   21.7299
 1772   24.3759   23.1091   4.2229   21.7299
 1773   24.1418   23.0521   3.6321   21.7299
 1774   23.2034   22.2373   3.2205   21.7299
 1775   23.3560   21.9587   4.6576   21.7299
 1776   24.6248   23.9734   2.1715   21.7299
 1777   25.5956   23.6628   6.4426   21.7299
 1778   22.5632   21.3096   4.1786   21.7299
 1779   24.5837   22.8754   5.6942   21.7299
 1780   25.3767   23.8173   5.1982   21.7299
 1781   22.7471   21.2137   5.1111   21.7299
 1782   24.5606   23.7427   2.7264   21.7299
 1783   25.2926   24.7038   1.9629   21.7299
 1784   25.0771   23.5591   5.0600   21.7299
 1785   22.5103   21.4351   3.5841   21.7299
 1786   24.2144   23.4409   2.5784   21.7299
 1787   24.6925   23.8323   2.8671   21.7299
 1788   24.0727   23.1096   3.2102   21.7299
 1789   23.9011   22.7009   4.0006   21.7299
 1790   24.9982   23.5864   4.7060   21.7299
 1791   24.7829   23.3121   4.9024   21.7299
 1792   24.0626   22.7892   4.2448   21.7299
 1793   25.2487   23.5195   5.7641   21.7299
 1794   25.9345   24.6700   4.2150   21.7299
 1795   25.3505   24.7218   2.0957   21.7299
 1796   23.9506   22.2863   5.5477   21.7299
 1797   23.4268   22.7530   2.2462   21.7299
 1798   23.1605   21.8424   4.3936   21.7299
 1799   24.5330   23.5778   3.1840   21.7299
 1800   24.7728   24.1679   2.0161   21.7299
 1801   23.7097   22.3065   4.6775   21.7299
 1802   22.2109   21.0705   3.8015   21.7299
 1803   25.3078   24.8836   1.4138   21.7299
 1804   26.7187   24.9287   5.9665   21.7299
 1805   25.7708   25.1168   2.1799   21.7299
 1806   23.1095   22.0023   3.6907   21.7299
 1807   23.9915   23.2351   2.5212   21.7299
 1808   24.6724   23.7774   2.9832   21.7299
 1809   23.1342   22.3485   2.6189   21.7299
 1810   24.0331   22.7664   4.2222   21.7299
 1811   24.4638   23.9648   1.6634   21.7299
 1812   25.3153   23.7926   5.0755   21.7299
 1813   24.4040   23.5040   2.9999   21.7299
 1814   22.5207   20.9561   5.2153   21.7299
 1815   24.6971   23.9761   2.4034   21.7299
 1816   24.7791   23.2756   5.0117   21.7299
 1817   27.4171   26.6176   2.6651   21.7299
 1818   22.7897   21.2126   5.2567   21.7299
 1819   23.9106   22.2397   5.5695   21.7299
 1820   24.7138   22.7807   6.4436   21.7299
 1821   24.9628   23.3965   5.2211   21.7299
 1822   24.8158   23.7202   3.6519   21.7299
 1823   23.1742   22.2080   3.2207   21.7299
 1824   23.2020   21.6853   5.0555   21.7299
 1825   23.2866   21.6836   5.3432   21.7299
 1826   24.1019   23.1723   3.0988   21.7299
 1827   23.1732   21.6652   5.0266   21.7299
 1828   23.7553   22.4175   4.4593   21.7299
 1829   22.5795   21.0304   5.1635   21.7299
 1830   23.5490   22.3172   4.1062   21.7299
 1831   25.0991   23.5811   5.0602   21.7299
 1832   22.2592   21.2640   3.3173   21.7299
 1833   24.9357   23.8532   3.6084   21.7299
 1834   25.5356   24.0052   5.1012   21.7299
 1835   22.9808   21.8971   3.6125   21.7299
 1836   22.4740   20.9169   5.1903   21.7299
 1837   23.7591   23.0361   2.4101   21.7299
 1838   23.0227   22.2428   2.5996   21.7299
 1839   24.3139   22.8488   4.8838   21.7299
 1840   24.5695   23.6066   3.2098   21.7299
 1841   24.1692   22.6917   4.9250   21.7299
 1842   23.5220   22.2396   4.2746   21.7299
 1843   23.6104   22.7494   2.8700   21.7299
 1844   26.9781   25.1513   6.0894   21.7299
 1845   23.8308   23.0825   2.4943   21.7299
 1846   23.2636   21.6243   5.4643   21.7299
 1847   23.6800   22.4760   4.0135   21.7299
 1848   24.2151   23.4123   2.6762   21.7299
 1849   23.0175   21.8918   3.7522   21.7299
 1850   25.4366   24.4802   3.1879   21.7299
 1851   25.2367   24.2840   3.1755   21.7299
 1852   22.6106   21.3694   4.1372   21.7299
 1853   24.7510   24.1810   1.9001   21.7299
 1854   23.4314   22.5802   2.8371   21.7299
 1855   24.3993   23.3738   3.4184   21.7299
 1856   24.7752   23.3065   4.8955   21.7299
 1857   27.3684   25.4993   6.2305   21.7299
 1858   22.2212   21.0601   3.8704   21.7299
 1859   24.0570   22.8100   4.1568   21.7299
 1860   23.0185   21.8744   3.8136   21.7299
 1861   25.6890   24.7992   2.9661   21.7299
 1862   26.7362   24.9401   5.9873   21.7299
 1863   26.4591   24.4846   6.5817   21.7299
 1864   24.9486   23.8307   3.7264   21.7299
 1865   23.8313   22.4443   4.6233   21.7299
 1866   24.6804   24.1340   1.8215   21.7299
 1867   22.5692   21.5060   3.5440   21.7299
 1868   24.6530   23.4403   4.0422   21.7299
 1869   26.5293   25.5550   3.2477   21.7299
 1870   23.5004   22.2207   4.2658   21.7299
 1871   23.8953   22.9601   3.1175   21.7299
 1872   24.3755   23.0146   4.5362   21.7299
 1873   24.2504   22.4586   5.9727   21.7299
 1874   24.1050   22.8052   4.3326   21.7299
 1875   22.7974   21.9020   2.9844   21.7299
 1876   23.1841   22.0813   3.6763   21.7299
 1877   24.1054   23.5497   1.8524   21.7299
 1878   24.9790   24.4308   1.8275   21.7299
 1879   25.5972   24.3677   4.0984   21.7299
 1880   22.0595   21.0259   3.4450   21.7299
 1881   23.0581   22.2807   2.5912   21.7299
 1882   23.2703   22.3067   3.2120   21.7299
 1883   23.1011   22.3465   2.5154   21.7299
 1884   22.3632   21.2445   3.7290   21.7299
 1885   25.3073   24.8832   1.4138   21.7299
 1886   22.8084   21.5966   4.0391   21.7299
 1887   26.1752   25.2196   3.1854   21.7299
 1888   24.8549   24.3332   1.7391   21.7299
 1889   26.6263   25.8125   2.7124   21.7299
 1890   25.3250   24.5596   2.5513   21.7299
 1891   24.0624   23.0985   3.2131   21.7299
 1892   22.9844   21.8872   3.6575   21.7299
 1893   23.6154   22.0690   5.1546   21.7299
 1894   23.5715   22.0042   5.2243   21.7299
 1895   22.8119   21.7767   3.4507   21.7299
 1896   25.2529   24.2971   3.1859   21.7299
 1897   22.5923   21.3586   4.1123   21.7299
 1898   23.2982   21.6946   5.3454   21.7299
 1899   22.8960   21.2749   5.4037   21.7299
 1900   23.3309   22.4000   3.1029   21.7299
 1901   22.6495   21.5868   3.5422   21.7299
 1902   24.4585   23.6624   2.6537   21.7299
 1903   23.4783   22.8439   2.1148   21.7299
 1904   22.7220   21.5228   3.9974   21.7299
 1905   25.2487   23.8320   4.7225   21.7299
 1906   24.6088   23.9199   2.2963   21.7299
 1907   23.7066   22.0908   5.3860   21.7299
 1908   24.3707   23.2141   3.8554   21.7299
 1909   27.5555   26.3532   4.0076   21.7299
 1910   22.8899   21.9859   3.0132   21.7299
 1911   24.6444   23.3067   4.4588   21.7299
 1912   24.3510   22.9198   4.7706   21.7299
 1913   24.8775   24.3194   1.8602   21.7299
 1914   25.1254   24.0690   3.5210   21.7299
 1915   22.5264   21.4531   3.5775   21.7299
 1916   25.6857   24.7228   3.2097   21.7299
 1917   22.8818   21.9067   3.2502   21.7299
 1918   22.2330   21.0761   3.8562   21.7299
 1919   25.3537   23.7971   5.1887   21.7299
 1920   25.7506   25.0946   2.1864   21.7299
 1921   23.8106   22.1370   5.5789   21.7299
 1922   23.6813   22.6912   3.3006   21.7299
 1923   25.4284   24.3297   3.6625   21.7299
 1924   22.4136   20.8256   5.2933   21.7299
 1925   25.2384   23.7593   4.9304   21.7299
 1926   22.7094   21.5142   3.9838   21.7299
 1927   22.7411   21.5336   4.0247   21.7299
 1928   22.1343   21.1169   3.3913   21.7299
 1929   22.5660   20.8843   5.6059   21.7299
 1930   22.7723   21.5567   4.0520   21.7299
 1931   24.1789   23.4119   2.5568   21.7299
 1932   23.6248   22.6346   3.3005   21.7299
 1933   25.1725   23.9015   4.2368   21.7299
 1934   22.6803   21.6559   3.4149   21.7299
 1935   24.3056   23.7059   1.9991   21.7299
 1936   22.6622   21.5938   3.5613   21.7299
 1937   26.0011   24.9607   3.4679   21.7299
 1938   27.2652   26.2881   3.2569   21.7299
 1939   24.4905   23.6524   2.7935   21.7299
 1940   24.5772   24.1527   1.4152   21.7299
 1941   24.8465   23.4848   4.5391   21.7299
 1942   24.3200   22.8706   4.8313   21.7299
 1943   24.3784   22.8953   4.9436   21.7299
 1944   23.5449   22.3351   4.0325   21.7299
 1945   23.9859   22.6357   4.5006   21.7299
 1946   22.7782   21.3081   4.9003   21.7299
 1947   24.9599   23.7096   4.1679   21.7299
 1948   23.6505   22.9841   2.2216   21.7299
 1949   24.5307   23.1048   4.7528   21.7299
 1950   24.7709   24.1956   1.9177   21.7299
 1951   24.0486   22.6850   4.5452   21.7299
 1952   24.1432   22.4954   5.4928   21.7299
 1953   22.2491   21.1148   3.7810   21.7299
 1954   22.9424   21.8333   3.6970   21.7299
 1955   24.5106   22.7794   5.7708   21.7299
 1956   23.0298   22.0957   3.1138   21.7299
 1957   22.7286   21.4965   4.1072   21.7299
 1958   24.4929   22.9872   5.0188   21.7299
 1959   24.0983   23.3301   2.5605   21.7299
 1960   22.8191   21.8512   3.2264   21.7299
 1961   23.2517   22.4657   2.6202   21.7299
 1962   24.9197   24.4567   1.5434   21.7299
 1963   25.0020   24.2894   2.3752   21.7299
 1964   23.3138   22.3498   3.2133   21.7299
 1965   23.8831   23.2961   1.9569   21.7299
 1966   24.9387   23.2698   5.5628   21.7299
 1967   23.5375   22.8659   2.2385   21.7299
 1968   24.8127   24.1324   2.2677   21.7299
 1969   24.0859   22.7625   4.4114   21.7299
 1970   25.0517   24.4736   1.9271   21.7299
 1971   24.0087   23.0745   3.1138   21.7299
 1972   25.2410   24.1149   3.7537   21.7299
 1973   23.7315   23.0212   2.3677   21.7299
 1974   24.0322   23.0720   3.2008   21.7299
 1975   23.5322   22.8589   2.2443   21.7299
 1976   25.3447   24.3594   3.2841   21.7299
 1977   22.1464   20.9872   3.8640   21.7299
 1978   24.6168   23.7857   2.7703   21.7299
 1979   25.2069   24.7782   1.4290   21.7299
 1980   28.9319   27.3126   5.3977   21.7299
 1981   23.2519   22.1835   3.5614   21.7299
 1982   25.5380   23.6131   6.4162   21.7299
 1983   24.7633   22.8885   6.2494   21.7299
 1984   25.0680   23.4990   5.2300   21.7299
 1985   24.0169   23.0416   3.2507   21.7299
 1986   24.0646   22.7696   4.3170   21.7299
 1987   23.3775   22.5166   2.8698   21.7299
 1988   23.0266   21.8632   3.8781   21.7299
 1989   23.7398   22.4299   4.3662   21.7299
 1990   24.0364   22.6251   4.7042   21.7299
 1991   22.1843   21.1732   3.3701   21.7299
 1992   25.2715   24.1155   3.8534   21.7299
 1993   22.1946   21.0319   3.8757   21.7299
 1994   28.5229   27.0954   4.7580   21.7299
 1995   24.3465   23.9004   1.4868   21.7299
 1996   23.4817   22.4282   3.5117   21.7299
 1997   24.4637   23.1148   4.4964   21.7299
 1998   24.0715   23.3818   2.2991   21.7299
 1999   22.5923   21.3527   4.1321   21.7299
 2000   24.1990   23.4023   2.6557   21.7299
 2001   24.2210   22.8904   4.4354   21.7299
 2002   24.7175   23.8563   2.8709   21.7299
 2003   23.5590   22.0545   5.0152   21.7299
 2004   24.4260   23.6264   2.6652   21.7299
 2005   23.1260   22.0327   3.6445   21.7299
 2006   23.6387   22.0504   5.2944   21.7299
 2007   27.8857   27.0158   2.8995   21.7299
 2008   22.7297   22.0214   2.3610   21.7299
 2009   23.9747   22.8394   3.7842   21.7299
 2010   24.1193   22.9828   3.7883   21.7299
 2011   22.9343   21.9602   3.2472   21.7299
 2012   23.6259   22.7545   2.9050   21.7299
 2013   25.1217   24.5116   2.0334   21.7299
 2014   24.1349   23.2741   2.8693   21.7299
 2015   23.7185   22.4697   4.1628   21.7299
 2016   24.7679   23.1408   5.4236   21.7299
 2017   23.1325   22.5295   2.0101   21.7299
 2018   23.1037   22.1346   3.2303   21.7299
 2019   24.4927   23.2886   4.0136   21.7299
 2020   26.7775   25.6288   3.8291   21.7299
 2021   24.1537   23.2035   3.1672   21.7299
 2022   23.0128   22.0196   3.3106   21.7299
 2023   24.1981   23.4358   2.5410   21.7299
 2024   25.1118   23.5803   5.1051   21.7299
 2025   24.9355   23.4183   5.0572   21.7299
 2026   24.9259   24.4672   1.5289   21.7299
 2027   23.8813   22.7612   3.7335   21.7299
 2028   28.9033   27.6198   4.2783   21.7299
 2029   24.1234   23.6764   1.4899   21.7299
 2030   23.9295   22.9378   3.3057   21.7299
 2031   26.6155   25.0221   5.3112   21.7299
 2032   24.7815   24.1894   1.9737   21.7299
 2033   25.2095   23.4472   5.8743   21.7299
 2034   24.4614   22.9676   4.9793   21.7299
 2035   24.8711   24.1484   2.4091   21.7299
 2036   25.4707   24.0075   4.8774   21.7299
 2037   23.2081   22.1465   3.5387   21.7299
 2038   25.0318   24.1916   2.8006   21.7299
 2039   24.2753   23.5526   2.4092   21.7299
 2040   23.5904   22.4682   3.7406   21.7299
 2041   26.3162   24.5438   5.9079   21.7299
 2042   24.3089   23.7161   1.9762   21.7299
 2043   23.4638   22.4614   3.3412   21.7299
 2044   23.9834   23.2307   2.5088   21.7299
 2045   23.7160   22.5512   3.8824   21.7299
 2046   24.1033   23.1496   3.1789   21.7299
 2047   21.8770   20.7974   3.5985   21.7299
 2048   23.9255   23.2133   2.3739   21.7299
 2049   24.3038   23.5857   2.3935   21.7299
 2050   25.6375   24.4360   4.0050   21.7299
 2051   23.5248   22.8494   2.2515   21.7299
 2052   22.0652   20.8699   3.9843   21.7299
 2053   23.7882   22.9194   2.8959   21.7299
 2054   27.6212   25.2570   7.8806   21.7299
 2055   24.5113   23.3661   3.8176   21.7299
 2056   24.1002   22.8060   4.3143   21.7299
